address,name,source_file
0x1000e0e0,IsA,LEGO1/lego/legoomni/include/helicopter.h
0x10003070,ClassName,LEGO1/lego/legoomni/include/helicopter.h
0x10003080,IsA,LEGO1/lego/legoomni/include/helicopter.h
0x10082390,ClassName,LEGO1/lego/legoomni/include/historybook.h
0x100823a0,IsA,LEGO1/lego/legoomni/include/historybook.h
0x10076400,ClassName,LEGO1/lego/legoomni/include/hospital.h
0x10076410,IsA,LEGO1/lego/legoomni/include/hospital.h
0x100746a0,WaitForTransition,LEGO1/lego/legoomni/include/hospital.h
0x100746b0,ClassName,LEGO1/lego/legoomni/include/hospital.h
0x100746c0,IsA,LEGO1/lego/legoomni/include/hospital.h
0x10071830,IsSerializable,LEGO1/lego/legoomni/include/infocenter.h
0x10071840,ClassName,LEGO1/lego/legoomni/include/infocenter.h
0x10071850,IsA,LEGO1/lego/legoomni/include/infocenter.h
0x1006eb40,ClassName,LEGO1/lego/legoomni/include/infocenter.h
0x1006eb50,IsA,LEGO1/lego/legoomni/include/infocenter.h
0x100377a0,WaitForTransition,LEGO1/lego/legoomni/include/infocenterdoor.h
0x100377b0,ClassName,LEGO1/lego/legoomni/include/infocenterdoor.h
0x100377c0,IsA,LEGO1/lego/legoomni/include/infocenterdoor.h
0x100338a0,ClassName,LEGO1/lego/legoomni/include/isle.h
0x100338b0,IsA,LEGO1/lego/legoomni/include/isle.h
0x10030900,WaitForTransition,LEGO1/lego/legoomni/include/isle.h
0x10030910,ClassName,LEGO1/lego/legoomni/include/isle.h
0x10030920,IsA,LEGO1/lego/legoomni/include/isle.h
0x1000e5f0,HandleClick,LEGO1/lego/legoomni/include/isleactor.h
0x1000e600,VTable0x6c,LEGO1/lego/legoomni/include/isleactor.h
0x1000e610,HandleEndAnim,LEGO1/lego/legoomni/include/isleactor.h
0x1000e620,HandleEndAction,LEGO1/lego/legoomni/include/isleactor.h
0x1000e630,HandleButtonDown,LEGO1/lego/legoomni/include/isleactor.h
0x1000e640,HandleButtonUp,LEGO1/lego/legoomni/include/isleactor.h
0x1000e650,HandlePathStruct,LEGO1/lego/legoomni/include/isleactor.h
0x1000e660,ClassName,LEGO1/lego/legoomni/include/isleactor.h
0x1000e670,IsA,LEGO1/lego/legoomni/include/isleactor.h
0x1001a6f0,SpawnLocation,LEGO1/lego/legoomni/include/islepathactor.h
0x1001b1b0,SpawnLocation,LEGO1/lego/legoomni/include/islepathactor.h
0x10002e70,HandleClick,LEGO1/lego/legoomni/include/islepathactor.h
0x10002df0,HandleNotification0,LEGO1/lego/legoomni/include/islepathactor.h
0x10002e80,HandleControl,LEGO1/lego/legoomni/include/islepathactor.h
0x10002e90,HandleEndAnim,LEGO1/lego/legoomni/include/islepathactor.h
0x10002e00,HandlePathStruct,LEGO1/lego/legoomni/include/islepathactor.h
0x10002e10,IslePathActor,LEGO1/lego/legoomni/include/islepathactor.h
0x10002ea0,ClassName,LEGO1/lego/legoomni/include/islepathactor.h
0x10002eb0,IsA,LEGO1/lego/legoomni/include/islepathactor.h
0x1007e430,ClassName,LEGO1/lego/legoomni/include/jetski.h
0x1007e440,IsA,LEGO1/lego/legoomni/include/jetski.h
0x1000daf0,ClassName,LEGO1/lego/legoomni/include/jetskirace.h
0x1000db00,IsA,LEGO1/lego/legoomni/include/jetskirace.h
0x1000dc40,ClassName,LEGO1/lego/legoomni/include/jetskirace.h
0x1000dc50,IsA,LEGO1/lego/legoomni/include/jetskirace.h
0x1000f300,IsSerializable,LEGO1/lego/legoomni/include/jukebox.h
0x1000f310,ClassName,LEGO1/lego/legoomni/include/jukebox.h
0x1000f320,IsA,LEGO1/lego/legoomni/include/jukebox.h
0x1005d6e0,WaitForTransition,LEGO1/lego/legoomni/include/jukebox.h
0x1005d6f0,ClassName,LEGO1/lego/legoomni/include/jukebox.h
0x1005d700,IsA,LEGO1/lego/legoomni/include/jukebox.h
0x10085cc0,ClassName,LEGO1/lego/legoomni/include/jukeboxentity.h
0x10085cd0,IsA,LEGO1/lego/legoomni/include/jukeboxentity.h
0x1000d890,ClassName,LEGO1/lego/legoomni/include/lego3dwavepresenter.h
0x1000d8a0,IsA,LEGO1/lego/legoomni/include/lego3dwavepresenter.h
0x1000df70,IsSerializable,LEGO1/lego/legoomni/include/legoact2.h
0x1000df80,ClassName,LEGO1/lego/legoomni/include/legoact2.h
0x1000df90,IsA,LEGO1/lego/legoomni/include/legoact2.h
0x1004fe10,WaitForTransition,LEGO1/lego/legoomni/include/legoact2.h
0x1000d0e0,ClassName,LEGO1/lego/legoomni/include/legoactioncontrolpresenter.h
0x1000d0f0,IsA,LEGO1/lego/legoomni/include/legoactioncontrolpresenter.h
0x1002d210,ClassName,LEGO1/lego/legoomni/include/legoactor.h
0x1002d220,IsA,LEGO1/lego/legoomni/include/legoactor.h
0x10002cc0,GetSoundFrequencyFactor,LEGO1/lego/legoomni/include/legoactor.h
0x10002cd0,SetSoundFrequencyFactor,LEGO1/lego/legoomni/include/legoactor.h
0x10002ce0,SetLastPathStruct,LEGO1/lego/legoomni/include/legoactor.h
0x10002cf0,GetLastPathStruct,LEGO1/lego/legoomni/include/legoactor.h
0x10002d00,GetActorId,LEGO1/lego/legoomni/include/legoactor.h
0x10002d10,SetActorId,LEGO1/lego/legoomni/include/legoactor.h
0x100679c0,LegoActorPresenter,LEGO1/lego/legoomni/include/legoactorpresenter.h
0x1000cb10,ClassName,LEGO1/lego/legoomni/include/legoactorpresenter.h
0x1000cb20,IsA,LEGO1/lego/legoomni/include/legoactorpresenter.h
0x1000fba0,ClassName,LEGO1/lego/legoomni/include/legoanimactor.h
0x1000fbc0,IsA,LEGO1/lego/legoomni/include/legoanimactor.h
0x10065070,ClassName,LEGO1/lego/legoomni/include/legoanimationmanager.h
0x10065080,IsA,LEGO1/lego/legoomni/include/legoanimationmanager.h
0x1005ec80,ClassName,LEGO1/lego/legoomni/include/legoanimationmanager.h
0x1005ec90,IsA,LEGO1/lego/legoomni/include/legoanimationmanager.h
0x1004a950,ClassName,LEGO1/lego/legoomni/include/legoanimmmpresenter.h
0x1004a960,IsA,LEGO1/lego/legoomni/include/legoanimmmpresenter.h
0x10068530,ClassName,LEGO1/lego/legoomni/include/legoanimpresenter.h
0x10068540,IsA,LEGO1/lego/legoomni/include/legoanimpresenter.h
0x1000c990,GetROIMap,LEGO1/lego/legoomni/include/legoanimpresenter.h
0x1000c9a0,ClassName,LEGO1/lego/legoomni/include/legoanimpresenter.h
0x1000c9b0,IsA,LEGO1/lego/legoomni/include/legoanimpresenter.h
0x1006ce50,ClassName,LEGO1/lego/legoomni/include/legoanimpresenter.h
0x1006ce60,IsA,LEGO1/lego/legoomni/include/legoanimpresenter.h
0x1006d860,AddToWorld,LEGO1/lego/legoomni/include/legoanimpresenter.h
0x1006d870,RemoveFromWorld,LEGO1/lego/legoomni/include/legoanimpresenter.h
0x1006d880,ClassName,LEGO1/lego/legoomni/include/legoanimpresenter.h
0x1006d890,IsA,LEGO1/lego/legoomni/include/legoanimpresenter.h
0x1002f930,ClassName,LEGO1/lego/legoomni/include/legobuildingmanager.h
0x1001e650,Compare,LEGO1/lego/legoomni/include/legocachesoundlist.h
0x1003d030,LegoCacheSoundEntry,LEGO1/lego/legoomni/include/legocachesoundmanager.h
0x10006580,ClassName,LEGO1/lego/legoomni/include/legocachsound.h
0x10006590,IsA,LEGO1/lego/legoomni/include/legocachsound.h
0x10011ec0,ClassName,LEGO1/lego/legoomni/include/legocameracontroller.h
0x10011ed0,IsA,LEGO1/lego/legoomni/include/legocameracontroller.h
0x10025ff0,ClassName,LEGO1/lego/legoomni/include/legocarbuild.h
0x10026000,IsA,LEGO1/lego/legoomni/include/legocarbuild.h
0x10022930,WaitForTransition,LEGO1/lego/legoomni/include/legocarbuild.h
0x10022940,ClassName,LEGO1/lego/legoomni/include/legocarbuild.h
0x10022950,IsA,LEGO1/lego/legoomni/include/legocarbuild.h
0x100795c0,CarBuildPart,LEGO1/lego/legoomni/include/legocarbuildpresenter.h
0x10078500,RepeatingTickle,LEGO1/lego/legoomni/include/legocarbuildpresenter.h
0x10078510,ClassName,LEGO1/lego/legoomni/include/legocarbuildpresenter.h
0x10078520,IsA,LEGO1/lego/legoomni/include/legocarbuildpresenter.h
0x10028cb0,ClassName,LEGO1/lego/legoomni/include/legocontrolmanager.h
0x10028cc0,IsA,LEGO1/lego/legoomni/include/legocontrolmanager.h
0x1004afd0,Clone,LEGO1/lego/legoomni/include/legoendanimnotificationparam.h
0x1000c290,LegoEntity,LEGO1/lego/legoomni/include/legoentity.h
0x1000c2f0,ClassName,LEGO1/lego/legoomni/include/legoentity.h
0x1000c300,IsA,LEGO1/lego/legoomni/include/legoentity.h
0x10001090,SetWorldSpeed,LEGO1/lego/legoomni/include/legoentity.h
0x1001e2d0,Compare,LEGO1/lego/legoomni/include/legoentitylist.h
0x100534b0,ClassName,LEGO1/lego/legoomni/include/legoentitypresenter.h
0x100534c0,IsA,LEGO1/lego/legoomni/include/legoentitypresenter.h
0x10028690,Clone,LEGO1/lego/legoomni/include/legoeventnotificationparam.h
0x10012190,GetX,LEGO1/lego/legoomni/include/legoeventnotificationparam.h
0x100121a0,GetY,LEGO1/lego/legoomni/include/legoeventnotificationparam.h
0x1002b7b0,ClassName,LEGO1/lego/legoomni/include/legoextraactor.h
0x1002b7d0,IsA,LEGO1/lego/legoomni/include/legoextraactor.h
0x1005def0,ClassName,LEGO1/lego/legoomni/include/legoflctexturepresenter.h
0x10028830,Compare,LEGO1/lego/legoomni/include/legoinputmanager.h
0x1005b8b0,Tickle,LEGO1/lego/legoomni/include/legoinputmanager.h
0x1005b8c0,PutData,LEGO1/lego/legoomni/include/legoinputmanager.h
0x10018450,ClassName,LEGO1/lego/legoomni/include/legoloadcachesoundpresenter.h
0x1005ac40,WorldContainer,LEGO1/lego/legoomni/include/legomain.h
0x10058aa0,ClassName,LEGO1/lego/legoomni/include/legomain.h
0x10058ab0,IsA,LEGO1/lego/legoomni/include/legomain.h
0x10067a10,LegoModelPresenter,LEGO1/lego/legoomni/include/legomodelpresenter.h
0x1000cca0,Destroy,LEGO1/lego/legoomni/include/legomodelpresenter.h
0x1000ccb0,ClassName,LEGO1/lego/legoomni/include/legomodelpresenter.h
0x1000ccc0,IsA,LEGO1/lego/legoomni/include/legomodelpresenter.h
0x10033800,LegoNamedPlane,LEGO1/lego/legoomni/include/legonamedplane.h
0x10033a70,GetName,LEGO1/lego/legoomni/include/legonamedplane.h
0x100344d0,Serialize,LEGO1/lego/legoomni/include/legonamedplane.h
0x1003f920,GetName,LEGO1/lego/legoomni/include/legonamedtexture.h
0x10054b80,ClassName,LEGO1/lego/legoomni/include/legonavcontroller.h
0x10054b90,IsA,LEGO1/lego/legoomni/include/legonavcontroller.h
0x10079f30,ClassName,LEGO1/lego/legoomni/include/legopalettepresenter.h
0x10079f40,IsA,LEGO1/lego/legoomni/include/legopalettepresenter.h
0x10067300,LegoPartPresenter,LEGO1/lego/legoomni/include/legopartpresenter.h
0x1000cf60,Destroy,LEGO1/lego/legoomni/include/legopartpresenter.h
0x1000cf70,ClassName,LEGO1/lego/legoomni/include/legopartpresenter.h
0x1000cf80,IsA,LEGO1/lego/legoomni/include/legopartpresenter.h
0x10002d20,SetUserNavFlag,LEGO1/lego/legoomni/include/legopathactor.h
0x10002d30,GetUserNavFlag,LEGO1/lego/legoomni/include/legopathactor.h
0x10002d40,StepState,LEGO1/lego/legoomni/include/legopathactor.h
0x10002d50,HitActor,LEGO1/lego/legoomni/include/legopathactor.h
0x10002d60,NextTargetLocation,LEGO1/lego/legoomni/include/legopathactor.h
0x10002d70,SetMaxLinearVel,LEGO1/lego/legoomni/include/legopathactor.h
0x10002d80,GetMaxLinearVel,LEGO1/lego/legoomni/include/legopathactor.h
0x10002d90,GetWallHitDirectionFactor,LEGO1/lego/legoomni/include/legopathactor.h
0x10002da0,GetWallHitDampening,LEGO1/lego/legoomni/include/legopathactor.h
0x10002db0,SetWallHitDirectionFactor,LEGO1/lego/legoomni/include/legopathactor.h
0x10002dc0,SetWallHitDampening,LEGO1/lego/legoomni/include/legopathactor.h
0x10002dd0,VTable0xc4,LEGO1/lego/legoomni/include/legopathactor.h
0x10002de0,SetCanRotate,LEGO1/lego/legoomni/include/legopathactor.h
0x1000c430,ClassName,LEGO1/lego/legoomni/include/legopathactor.h
0x1000c440,IsA,LEGO1/lego/legoomni/include/legopathactor.h
0x10046dc0,CtrlBoundary,LEGO1/lego/legoomni/include/legopathcontroller.h
0x10046dd0,CtrlEdge,LEGO1/lego/legoomni/include/legopathcontroller.h
0x10045110,ClassName,LEGO1/lego/legoomni/include/legopathcontroller.h
0x10045120,IsA,LEGO1/lego/legoomni/include/legopathcontroller.h
0x1001d210,Compare,LEGO1/lego/legoomni/include/legopathcontrollerlist.h
0x100449a0,ClassName,LEGO1/lego/legoomni/include/legopathpresenter.h
0x100449b0,IsA,LEGO1/lego/legoomni/include/legopathpresenter.h
0x1001bac0,Clone,LEGO1/lego/legoomni/include/legopathstruct.h
0x10047420,LegoPathStructBase,LEGO1/lego/legoomni/include/legopathstruct.h
0x100473a0,LegoPathStruct,LEGO1/lego/legoomni/include/legopathstruct.h
0x10047470,LegoPathStruct,LEGO1/lego/legoomni/include/legopathstruct.h
0x1007b210,Compare,LEGO1/lego/legoomni/include/legophonemelist.h
0x1007b2e0,Destroy,LEGO1/lego/legoomni/include/legophonemelist.h
0x1004e310,ClassName,LEGO1/lego/legoomni/include/legophonemepresenter.h
0x10026290,ClassName,LEGO1/lego/legoomni/include/legoplantmanager.h
0x10011e40,LeftUp,LEGO1/lego/legoomni/include/legopointofviewcontroller.h
0x10011e60,RightDown,LEGO1/lego/legoomni/include/legopointofviewcontroller.h
0x10011e80,RightDrag,LEGO1/lego/legoomni/include/legopointofviewcontroller.h
0x10011ea0,RightUp,LEGO1/lego/legoomni/include/legopointofviewcontroller.h
0x10016000,Entry,LEGO1/lego/legoomni/include/legorace.h
0x10016010,ClassName,LEGO1/lego/legoomni/include/legorace.h
0x10016020,IsA,LEGO1/lego/legoomni/include/legorace.h
0x10015b70,HandlePathStruct,LEGO1/lego/legoomni/include/legorace.h
0x10015b80,HandleEndAction,LEGO1/lego/legoomni/include/legorace.h
0x10015b90,Escape,LEGO1/lego/legoomni/include/legorace.h
0x10015ba0,ClassName,LEGO1/lego/legoomni/include/legorace.h
0x10015bb0,IsA,LEGO1/lego/legoomni/include/legorace.h
0x1000dab0,HandleType0Notification,LEGO1/lego/legoomni/include/legorace.h
0x1000dac0,SetMapLocator,LEGO1/lego/legoomni/include/legorace.h
0x1000dae0,WaitForTransition,LEGO1/lego/legoomni/include/legorace.h
0x10014b00,ClassName,LEGO1/lego/legoomni/include/legoraceactor.h
0x10014b20,IsA,LEGO1/lego/legoomni/include/legoraceactor.h
0x10013e90,ClassName,LEGO1/lego/legoomni/include/legoracers.h
0x10013eb0,IsA,LEGO1/lego/legoomni/include/legoracers.h
0x10014150,CheckPresenterAndActorIntersections,LEGO1/lego/legoomni/include/legoracers.h
0x100141d0,SwitchBoundary,LEGO1/lego/legoomni/include/legoracers.h
0x10014210,CalculateSpline,LEGO1/lego/legoomni/include/legoracers.h
0x100142a0,ClassName,LEGO1/lego/legoomni/include/legoracers.h
0x100142c0,IsA,LEGO1/lego/legoomni/include/legoracers.h
0x10014500,CheckPresenterAndActorIntersections,LEGO1/lego/legoomni/include/legoracers.h
0x10014560,SwitchBoundary,LEGO1/lego/legoomni/include/legoracers.h
0x10081660,ClassName,LEGO1/lego/legoomni/include/legoracespecial.h
0x10081680,IsA,LEGO1/lego/legoomni/include/legoracespecial.h
0x10012bb0,SetAcceleration,LEGO1/lego/legoomni/include/legoracespecial.h
0x10012bc0,GetAcceleration,LEGO1/lego/legoomni/include/legoracespecial.h
0x10012bd0,SetCurveSpeedFactor,LEGO1/lego/legoomni/include/legoracespecial.h
0x10012be0,GetCurveSpeedFactor,LEGO1/lego/legoomni/include/legoracespecial.h
0x10012bf0,SetRubberBandFactor,LEGO1/lego/legoomni/include/legoracespecial.h
0x10012c00,GetRubberBandFactor,LEGO1/lego/legoomni/include/legoracespecial.h
0x10081d90,ClassName,LEGO1/lego/legoomni/include/legoracespecial.h
0x10081db0,IsA,LEGO1/lego/legoomni/include/legoracespecial.h
0x1005f360,Compare,LEGO1/lego/legoomni/include/legoroilist.h
0x10017c00,Playlist,LEGO1/lego/legoomni/include/legostate.h
0x10005f40,LegoState,LEGO1/lego/legoomni/include/legostate.h
0x10005f90,IsSerializable,LEGO1/lego/legoomni/include/legostate.h
0x10005fa0,Reset,LEGO1/lego/legoomni/include/legostate.h
0x10005fb0,Serialize,LEGO1/lego/legoomni/include/legostate.h
0x100060d0,ClassName,LEGO1/lego/legoomni/include/legostate.h
0x100060e0,IsA,LEGO1/lego/legoomni/include/legostate.h
0x1000ce50,ClassName,LEGO1/lego/legoomni/include/legotexturepresenter.h
0x1000ce60,IsA,LEGO1/lego/legoomni/include/legotexturepresenter.h
0x1007ab10,GetPhonemeList,LEGO1/lego/legoomni/include/legovideomanager.h
0x1001d670,WaitForTransition,LEGO1/lego/legoomni/include/legoworld.h
0x100010a0,VTable0x60,LEGO1/lego/legoomni/include/legoworld.h
0x1001d680,Escape,LEGO1/lego/legoomni/include/legoworld.h
0x1001d690,ClassName,LEGO1/lego/legoomni/include/legoworld.h
0x1001d6a0,IsA,LEGO1/lego/legoomni/include/legoworld.h
0x100598d0,Compare,LEGO1/lego/legoomni/include/legoworldlist.h
0x10066630,ClassName,LEGO1/lego/legoomni/include/legoworldpresenter.h
0x10066640,IsA,LEGO1/lego/legoomni/include/legoworldpresenter.h
0x10035840,ClassName,LEGO1/lego/legoomni/include/motorcycle.h
0x10035850,IsA,LEGO1/lego/legoomni/include/motorcycle.h
0x1007eb70,ClassName,LEGO1/lego/legoomni/include/mxbackgroundaudiomanager.h
0x1007eb80,IsA,LEGO1/lego/legoomni/include/mxbackgroundaudiomanager.h
0x10073f10,ClassName,LEGO1/lego/legoomni/include/mxcompositemediapresenter.h
0x10073f20,IsA,LEGO1/lego/legoomni/include/mxcompositemediapresenter.h
0x10043fd0,RepeatingTickle,LEGO1/lego/legoomni/include/mxcontrolpresenter.h
0x10043fe0,GetActionEnded,LEGO1/lego/legoomni/include/mxcontrolpresenter.h
0x10043ff0,VTable0x68,LEGO1/lego/legoomni/include/mxcontrolpresenter.h
0x10044000,ClassName,LEGO1/lego/legoomni/include/mxcontrolpresenter.h
0x10044010,IsA,LEGO1/lego/legoomni/include/mxcontrolpresenter.h
0x1004b950,ClassName,LEGO1/lego/legoomni/include/mxtransitionmanager.h
0x1004b960,IsA,LEGO1/lego/legoomni/include/mxtransitionmanager.h
0x10039220,Mission,LEGO1/lego/legoomni/include/pizza.h
0x10039290,ClassName,LEGO1/lego/legoomni/include/pizza.h
0x100392a0,IsA,LEGO1/lego/legoomni/include/pizza.h
0x10037f90,ClassName,LEGO1/lego/legoomni/include/pizza.h
0x10037fa0,IsA,LEGO1/lego/legoomni/include/pizza.h
0x10017c20,ClassName,LEGO1/lego/legoomni/include/pizzeria.h
0x10017c30,IsA,LEGO1/lego/legoomni/include/pizzeria.h
0x1000e780,ClassName,LEGO1/lego/legoomni/include/pizzeria.h
0x1000e790,IsA,LEGO1/lego/legoomni/include/pizzeria.h
0x1005e860,ClassName,LEGO1/lego/legoomni/include/police.h
0x1005e870,IsA,LEGO1/lego/legoomni/include/police.h
0x1005e1d0,WaitForTransition,LEGO1/lego/legoomni/include/police.h
0x1005e1e0,ClassName,LEGO1/lego/legoomni/include/police.h
0x1005e1f0,IsA,LEGO1/lego/legoomni/include/police.h
0x10028270,ClassName,LEGO1/lego/legoomni/include/racecar.h
0x10028280,IsA,LEGO1/lego/legoomni/include/racecar.h
0x1002cf50,IsSerializable,LEGO1/lego/legoomni/include/radio.h
0x1002cf60,ClassName,LEGO1/lego/legoomni/include/radio.h
0x1002cf70,IsA,LEGO1/lego/legoomni/include/radio.h
0x1002c8e0,ClassName,LEGO1/lego/legoomni/include/radio.h
0x1002c8f0,IsA,LEGO1/lego/legoomni/include/radio.h
0x10076e10,ClassName,LEGO1/lego/legoomni/include/registrationbook.h
0x10076e20,IsA,LEGO1/lego/legoomni/include/registrationbook.h
0x1000de20,IsSerializable,LEGO1/lego/legoomni/include/score.h
0x1000de30,Reset,LEGO1/lego/legoomni/include/score.h
0x1000de40,ClassName,LEGO1/lego/legoomni/include/score.h
0x1000de50,IsA,LEGO1/lego/legoomni/include/score.h
0x100010b0,WaitForTransition,LEGO1/lego/legoomni/include/score.h
0x100010c0,ClassName,LEGO1/lego/legoomni/include/score.h
0x100010d0,IsA,LEGO1/lego/legoomni/include/score.h
0x1000fdd0,ClassName,LEGO1/lego/legoomni/include/skateboard.h
0x1000fde0,IsA,LEGO1/lego/legoomni/include/skateboard.h
0x1004dde0,Serialize,LEGO1/lego/legoomni/include/towtrack.h
0x1004dfa0,ClassName,LEGO1/lego/legoomni/include/towtrack.h
0x1004dfb0,IsA,LEGO1/lego/legoomni/include/towtrack.h
0x1004c7c0,ClassName,LEGO1/lego/legoomni/include/towtrack.h
0x1004c7d0,IsA,LEGO1/lego/legoomni/include/towtrack.h
0x100187e0,Act2Actor::Act2Actor,LEGO1/lego/legoomni/src/actors/act2actor.cpp
0x10018940,Act2Actor::SetROI,LEGO1/lego/legoomni/src/actors/act2actor.cpp
0x10018980,Act2Actor::InitializeNextShot,LEGO1/lego/legoomni/src/actors/act2actor.cpp
0x100189f0,Act2Actor::HitActor,LEGO1/lego/legoomni/src/actors/act2actor.cpp
0x10018a20,Act2Actor::CalculateSpline,LEGO1/lego/legoomni/src/actors/act2actor.cpp
0x10018c30,Act2Actor::Animate,LEGO1/lego/legoomni/src/actors/act2actor.cpp
0x10019250,Act2Actor::SetWorldSpeed,LEGO1/lego/legoomni/src/actors/act2actor.cpp
0x10019280,Act2Actor::SetWorldSpeed,LEGO1/lego/legoomni/src/actors/act2actor.cpp
0x100192a0,Act2Actor::FindPath,LEGO1/lego/legoomni/src/actors/act2actor.cpp
0x10019520,Act2Actor::GoingToHide,LEGO1/lego/legoomni/src/actors/act2actor.cpp
0x10019560,Act2Actor::Hide,LEGO1/lego/legoomni/src/actors/act2actor.cpp
0x100195a0,Act2Actor::NextTargetLocation,LEGO1/lego/legoomni/src/actors/act2actor.cpp
0x10019700,Act2Actor::UpdateShot,LEGO1/lego/legoomni/src/actors/act2actor.cpp
0x100199f0,Act2Actor::PlayNextVoiceOver,LEGO1/lego/legoomni/src/actors/act2actor.cpp
0x10019b90,Act2Actor::GetNextEntity,LEGO1/lego/legoomni/src/actors/act2actor.cpp
0x10018740,Act2GenActor::HitActor,LEGO1/lego/legoomni/src/actors/act2genactor.cpp
0x1003fa50,Act3Actor::Act3Actor,LEGO1/lego/legoomni/src/actors/act3actors.cpp
0x1003fb70,Act3Actor::StepState,LEGO1/lego/legoomni/src/actors/act3actors.cpp
0x1003fd90,Act3Actor::HitActor,LEGO1/lego/legoomni/src/actors/act3actors.cpp
0x1003fe30,Act3Cop::Act3Cop,LEGO1/lego/legoomni/src/actors/act3actors.cpp
0x1003ff70,Act3Cop::HitActor,LEGO1/lego/legoomni/src/actors/act3actors.cpp
0x10040060,Act3Cop::ParseAction,LEGO1/lego/legoomni/src/actors/act3actors.cpp
0x100401f0,Act3Cop::Animate,LEGO1/lego/legoomni/src/actors/act3actors.cpp
0x10040350,Act3Cop::FUN_10040350,LEGO1/lego/legoomni/src/actors/act3actors.cpp
